Geneid	baseMean	test	log2FoldChange	pvalue	padj	is.de	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	length
gene-SYNPCC7002_RS08635	269.22123875439075	Other->30% CO2	-0.16739819250981758	0.08885795512927211	0.13063777654417338	FALSE	NC_010475.1	1810284	1811525	-	protein-coding	SYNPCC7002_RS08635	SYNPCC7002_RS08635	SYNPCC7002_A1723	efflux RND transporter periplasmic adaptor subunit	1242
gene-SYNPCC7002_RS08640	199.64422639413036	Other->30% CO2	-0.7533518972208525	2.427949028526078e-11	1.2919728767939427e-10	TRUE	NC_010475.1	1811680	1812432	+	protein-coding	SYNPCC7002_RS08640	SYNPCC7002_RS08640	SYNPCC7002_A1724	hypothetical protein	753
gene-SYNPCC7002_RS08645	69.32557017705423	Other->30% CO2	-0.39147633721787606	0.038133886739285354	0.06135823283974	FALSE	NC_010475.1	1812429	1812812	+	protein-coding	SYNPCC7002_RS08645	SYNPCC7002_RS08645	SYNPCC7002_A1725	hypothetical protein	384
gene-SYNPCC7002_RS08650	58.70553554267819	Other->30% CO2	0.004652060309089118	0.9806145927149251	0.9863812152233702	FALSE	NC_010475.1	1812815	1813447	+	protein-coding	SYNPCC7002_RS08650	SYNPCC7002_RS08650	SYNPCC7002_A1726	hypothetical protein	633
gene-SYNPCC7002_RS08655	690.9274818979366	Other->30% CO2	-0.17434466236248405	0.03568320691378771	0.05800541435910131	FALSE	NC_010475.1	1813667	1815550	+	protein-coding	SYNPCC7002_RS08655	SYNPCC7002_RS08655	SYNPCC7002_A1727	protein kinase	1884
gene-SYNPCC7002_RS08660	2174.675480702327	Other->30% CO2	0.5219050926830076	2.38714697275725e-10	1.1647257888226462e-9	TRUE	NC_010475.1	1815589	1816683	+	protein-coding	ychF	SYNPCC7002_RS08660	SYNPCC7002_A1728	redox-regulated ATPase YchF	1095
gene-SYNPCC7002_RS08665	769.0174773141306	Other->30% CO2	0.34060401251651995	6.447007747627169e-6	2.015860118570741e-5	TRUE	NC_010475.1	1816688	1817464	+	protein-coding	SYNPCC7002_RS08665	SYNPCC7002_RS08665	SYNPCC7002_A1729	hypothetical protein	777
gene-SYNPCC7002_RS08670	459.0968632523472	Other->30% CO2	0.2365531576661425	0.006221839139967815	0.011940903399938231	TRUE	NC_010475.1	1817533	1818399	+	protein-coding	SYNPCC7002_RS08670	SYNPCC7002_RS08670	SYNPCC7002_A1730	shikimate dehydrogenase	867
gene-SYNPCC7002_RS08675	489.0210323495834	Other->30% CO2	0.24011680231760477	0.006090472174803763	0.011716631997984606	TRUE	NC_010475.1	1818527	1819168	+	protein-coding	SYNPCC7002_RS08675	SYNPCC7002_RS08675	SYNPCC7002_A1731	hypothetical protein	642
gene-SYNPCC7002_RS08680	13546.156684427653	Other->30% CO2	-2.052031804662852	1.0002318302369262e-85	5.475845443500461e-84	TRUE	NC_010475.1	1819180	1819815	-	protein-coding	SYNPCC7002_RS08680	SYNPCC7002_RS08680	SYNPCC7002_A1732	Sua5/YciO/YrdC/YwlC family protein	636
gene-SYNPCC7002_RS08685	1983.1542466429846	Other->30% CO2	0.15800623416507778	0.054798775611449003	0.08468901685405755	FALSE	NC_010475.1	1819974	1820837	-	protein-coding	SYNPCC7002_RS08685	SYNPCC7002_RS08685	SYNPCC7002_A1733	metal ABC transporter permease	864
gene-SYNPCC7002_RS08690	2627.249153772704	Other->30% CO2	0.2658677970484061	3.907828408937966e-5	1.1111167043019041e-4	TRUE	NC_010475.1	1820834	1821631	-	protein-coding	SYNPCC7002_RS08690	SYNPCC7002_RS08690	SYNPCC7002_A1734	metal ABC transporter ATP-binding protein	798
gene-SYNPCC7002_RS08700	618.333562463034	Other->30% CO2	-0.3116464206214545	1.3837738026225367e-4	3.5871503872157256e-4	TRUE	NC_010475.1	1822863	1823321	+	protein-coding	SYNPCC7002_RS08700	SYNPCC7002_RS08700	SYNPCC7002_A1736	tetratricopeptide repeat protein	459
gene-SYNPCC7002_RS08705	528.1781847843139	Other->30% CO2	-0.3177768142273567	5.056176722054023e-4	0.0011851560821650577	TRUE	NC_010475.1	1823332	1825617	-	protein-coding	recJ	SYNPCC7002_RS08705	SYNPCC7002_A1737	single-stranded-DNA-specific exonuclease RecJ	2286
gene-SYNPCC7002_RS08710	427.0554945435969	Other->30% CO2	-0.23824267195068585	0.0071935570264483025	0.013667590723070538	TRUE	NC_010475.1	1825731	1826402	-	protein-coding	SYNPCC7002_RS08710	SYNPCC7002_RS08710	SYNPCC7002_A1738	J domain-containing protein	672
gene-SYNPCC7002_RS08715	585.9859806728897	Other->30% CO2	-0.25886086080395343	4.003870078705334e-4	9.572539122293287e-4	TRUE	NC_010475.1	1826547	1827803	+	protein-coding	SYNPCC7002_RS08715	SYNPCC7002_RS08715	SYNPCC7002_A1739	MgtC/SapB family protein	1257
gene-SYNPCC7002_RS08720	10858.146597595383	Other->30% CO2	-0.05231246060272924	0.3953192127693386	0.47169599454930317	FALSE	NC_010475.1	1828150	1828326	+	protein-coding	rpsU	SYNPCC7002_RS08720	SYNPCC7002_A1741	30S ribosomal protein S21	177
gene-SYNPCC7002_RS08725	276.0043383068847	Other->30% CO2	0.4732289575542559	8.675610564489459e-5	2.3469197758208503e-4	TRUE	NC_010475.1	1828469	1829575	+	protein-coding	SYNPCC7002_RS08725	SYNPCC7002_RS08725	SYNPCC7002_A1742	TIGR00303 family protein	1107
gene-SYNPCC7002_RS08730	8063.254181707126	Other->30% CO2	-1.38922892022721	1.32436694050161e-113	1.0185012423381428e-111	TRUE	NC_010475.1	1829698	1831428	+	protein-coding	SYNPCC7002_RS08730	SYNPCC7002_RS08730	SYNPCC7002_A1743	diflavin flavoprotein	1731
gene-SYNPCC7002_RS08735	501.3908068144733	Other->30% CO2	-0.4238720483315732	1.0304252119429886e-6	3.5482659217226584e-6	TRUE	NC_010475.1	1831493	1832086	+	protein-coding	recR	SYNPCC7002_RS08735	SYNPCC7002_A1744	recombination mediator RecR	594
gene-SYNPCC7002_RS08740	39.70766156534142	Other->30% CO2	0.2935832922645849	0.2504990635857309	0.3201867730043177	FALSE	NC_010475.1	1832089	1832586	+	protein-coding	SYNPCC7002_RS08740	SYNPCC7002_RS08740	SYNPCC7002_A1745	TIGR00725 family protein	498
gene-SYNPCC7002_RS08745	911.4782774560556	Other->30% CO2	-0.8728491872620859	7.172449135374946e-19	6.3297843462461954e-18	TRUE	NC_010475.1	1832687	1833052	+	protein-coding	hypA	SYNPCC7002_RS08745	SYNPCC7002_A1746	hydrogenase maturation nickel metallochaperone HypA	366
gene-SYNPCC7002_RS08750	1112.4459960997676	Other->30% CO2	-0.7469329416349856	1.0173673010765972e-9	4.641379071295776e-9	TRUE	NC_010475.1	1833065	1833760	+	protein-coding	hypB	SYNPCC7002_RS08750	SYNPCC7002_A1747	hydrogenase nickel incorporation protein HypB	696
gene-SYNPCC7002_RS08755	2362.144654958832	Other->30% CO2	-0.9527878383819356	1.878793583212289e-5	5.56743419612449e-5	TRUE	NC_010475.1	1833843	1834883	+	protein-coding	SYNPCC7002_RS08755	SYNPCC7002_RS08755	SYNPCC7002_A1748	ABC transporter substrate-binding protein	1041
gene-SYNPCC7002_RS08760	549.6329554693955	Other->30% CO2	-1.0038764393603317	2.5137054200070945e-5	7.361077521870277e-5	TRUE	NC_010475.1	1834949	1835779	+	protein-coding	SYNPCC7002_RS08760	SYNPCC7002_RS08760	SYNPCC7002_A1749	ABC transporter permease	831
gene-SYNPCC7002_RS08765	320.25766032554526	Other->30% CO2	-0.9114519443975417	0.0020078200152189745	0.004249841840863229	TRUE	NC_010475.1	1835787	1836563	+	protein-coding	SYNPCC7002_RS08765	SYNPCC7002_RS08765	NA	ABC transporter ATP-binding protein	777
gene-SYNPCC7002_RS08770	2058.8037733121664	Other->30% CO2	-0.9371928148489582	3.1220505182676164e-19	2.785697009393481e-18	TRUE	NC_010475.1	1836661	1837833	+	protein-coding	SYNPCC7002_RS08770	SYNPCC7002_RS08770	SYNPCC7002_A1751	agmatinase family protein	1173
gene-SYNPCC7002_RS08775	1543.5067873880141	Other->30% CO2	-0.6317905221675512	6.192871600196824e-12	3.4428528861679415e-11	TRUE	NC_010475.1	1837911	1838366	+	protein-coding	SYNPCC7002_RS08775	SYNPCC7002_RS08775	SYNPCC7002_A1752	LCCL domain-containing protein	456
gene-SYNPCC7002_RS08780	6149.346953661875	Other->30% CO2	-0.5070813716453204	6.058503275592383e-11	3.154629348053758e-10	TRUE	NC_010475.1	1838504	1839487	-	protein-coding	hemB	SYNPCC7002_RS08780	SYNPCC7002_A1753	porphobilinogen synthase	984
gene-SYNPCC7002_RS16150	985.451839497696	Other->30% CO2	-0.15681279535527168	0.02221956954434697	0.03769391261987432	TRUE	NC_010475.1	1839986	1841245	+	protein-coding	SYNPCC7002_RS16150	SYNPCC7002_RS16150	SYNPCC7002_A1754	HNH endonuclease	1260
gene-SYNPCC7002_RS08790	435.7933372306432	Other->30% CO2	0.08337155567723216	0.44056145180724104	0.5174594506681413	FALSE	NC_010475.1	1841441	1842061	-	protein-coding	SYNPCC7002_RS08790	SYNPCC7002_RS08790	SYNPCC7002_A1755	Uma2 family endonuclease	621
gene-SYNPCC7002_RS08795	10834.4201324075	Other->30% CO2	0.21306527024602	4.007968865137651e-6	1.2804885691784978e-5	TRUE	NC_010475.1	1842216	1845107	+	protein-coding	ileS	SYNPCC7002_RS08795	SYNPCC7002_A1756	isoleucine--tRNA ligase	2892
gene-SYNPCC7002_RS08800	566.126894159151	Other->30% CO2	0.22679315148913498	0.005191640672551297	0.010144585222226672	TRUE	NC_010475.1	1845150	1845854	+	protein-coding	SYNPCC7002_RS08800	SYNPCC7002_RS08800	SYNPCC7002_A1757	SEC59/DGK1/VTE5 family protein	705
gene-SYNPCC7002_RS08805	1259.98476817223	Other->30% CO2	1.5442677356183296	3.987063728966386e-64	1.4151885543474096e-62	TRUE	NC_010475.1	1845851	1846159	-	protein-coding	SYNPCC7002_RS08805	SYNPCC7002_RS08805	SYNPCC7002_A1758	YkvA family protein	309
gene-SYNPCC7002_RS08810	169275.5512326492	Other->30% CO2	-0.8229567370930321	8.05248641942585e-32	1.140768909418662e-30	TRUE	NC_010475.1	1846363	1847886	-	protein-coding	psbB	SYNPCC7002_RS08810	SYNPCC7002_A1759	photosystem II chlorophyll-binding protein CP47	1524
gene-SYNPCC7002_RS08815	280.5129560574166	Other->30% CO2	-0.028217744300611233	0.8081308573271424	0.851183050103209	FALSE	NC_010475.1	1848256	1848573	-	protein-coding	SYNPCC7002_RS08815	SYNPCC7002_RS08815	SYNPCC7002_A1760	hypothetical protein	318
gene-SYNPCC7002_RS08820	3880.7465758999037	Other->30% CO2	0.07942301694461078	0.21798162206970847	0.28475121557170013	FALSE	NC_010475.1	1848747	1849571	-	protein-coding	SYNPCC7002_RS08820	SYNPCC7002_RS08820	SYNPCC7002_A1761	MBL fold metallo-hydrolase	825
gene-SYNPCC7002_RS08825	2157.5749106523754	Other->30% CO2	0.23164014746121034	2.0537313167193844e-5	6.058038495893709e-5	TRUE	NC_010475.1	1849594	1850208	-	protein-coding	SYNPCC7002_RS08825	SYNPCC7002_RS08825	SYNPCC7002_A1762	aminodeoxychorismate/anthranilate synthase component II	615
gene-SYNPCC7002_RS08830	870.960462711463	Other->30% CO2	0.14385045075101635	0.1191583820020981	0.16907835379205288	FALSE	NC_010475.1	1850257	1850745	-	protein-coding	SYNPCC7002_RS08830	SYNPCC7002_RS08830	SYNPCC7002_A1763	diacylglycerol kinase family protein	489
gene-SYNPCC7002_RS08835	631.0342651042185	Other->30% CO2	0.948572632500591	2.1447976034567833e-31	2.9732601970667e-30	TRUE	NC_010475.1	1850771	1851262	-	protein-coding	ybeY	SYNPCC7002_RS08835	SYNPCC7002_A1764	rRNA maturation RNase YbeY	492
gene-SYNPCC7002_RS08840	339.2689015832446	Other->30% CO2	0.8451817424308544	2.2789048667081278e-18	1.9421801370626e-17	TRUE	NC_010475.1	1851269	1851448	-	protein-coding	SYNPCC7002_RS08840	SYNPCC7002_RS08840	NA	DUF3285 domain-containing protein	180
gene-SYNPCC7002_RS08845	1387.7804850082155	Other->30% CO2	-0.1489537550241768	0.008408076625538252	0.015689247545054047	TRUE	NC_010475.1	1851659	1852591	+	protein-coding	SYNPCC7002_RS08845	SYNPCC7002_RS08845	SYNPCC7002_A1766	NAD-dependent epimerase/dehydratase family protein	933
gene-SYNPCC7002_RS08850	438.2204935362518	Other->30% CO2	-0.34993031179000966	1.293025938493111e-4	3.370842438525221e-4	TRUE	NC_010475.1	1852602	1853045	+	protein-coding	SYNPCC7002_RS08850	SYNPCC7002_RS08850	SYNPCC7002_A1767	DUF1493 family protein	444
gene-SYNPCC7002_RS08855	438.85931143571776	Other->30% CO2	0.26439866968054226	0.0014914954235241804	0.003220274209881753	TRUE	NC_010475.1	1853090	1854631	+	protein-coding	SYNPCC7002_RS08855	SYNPCC7002_RS08855	SYNPCC7002_A1768	NAD(P)/FAD-dependent oxidoreductase	1542
gene-SYNPCC7002_RS08860	506.93608727485366	Other->30% CO2	-0.40071656435313946	4.842484480177102e-5	1.355392103203816e-4	TRUE	NC_010475.1	1854772	1855749	+	protein-coding	SYNPCC7002_RS08860	SYNPCC7002_RS08860	SYNPCC7002_A1769	WYL domain-containing protein	978
gene-SYNPCC7002_RS08865	428.78735288674227	Other->30% CO2	-0.42095882019517916	8.833106019422729e-7	3.0645469863303344e-6	TRUE	NC_010475.1	1855750	1856415	+	protein-coding	cas6	SYNPCC7002_RS08865	SYNPCC7002_A1770	type I-MYXAN CRISPR-associated protein Cas6/Cmx6	666
gene-SYNPCC7002_RS08870	820.2267485685961	Other->30% CO2	-0.2870072949096845	8.483740447724024e-4	0.0019055967765054657	TRUE	NC_010475.1	1856405	1858696	+	protein-coding	SYNPCC7002_RS08870	SYNPCC7002_RS08870	SYNPCC7002_A1771	CRISPR-associated helicase/endonuclease Cas3	2292
gene-SYNPCC7002_RS08875	802.4646372684954	Other->30% CO2	-0.45580515393186344	2.6076203772149076e-10	1.2646567294901128e-9	TRUE	NC_010475.1	1858693	1860201	+	protein-coding	cas8a1	SYNPCC7002_RS08875	SYNPCC7002_A1772	type I-MYXAN CRISPR-associated Cas8a1/Cmx1	1509
gene-SYNPCC7002_RS08880	463.49862107380346	Other->30% CO2	-0.42235418943744724	1.2183041885005406e-5	3.6605790966109266e-5	TRUE	NC_010475.1	1860244	1861104	+	protein-coding	cas7i	SYNPCC7002_RS08880	SYNPCC7002_A1773	type I-B CRISPR-associated protein Cas7/Cst2/DevR	861
gene-SYNPCC7002_RS08885	279.9420675676673	Other->30% CO2	-0.38952748553266664	6.367895984353231e-6	1.996922721306887e-5	TRUE	NC_010475.1	1861121	1861351	+	protein-coding	SYNPCC7002_RS08885	SYNPCC7002_RS08885	SYNPCC7002_A1774	hypothetical protein	231
gene-SYNPCC7002_RS08890	378.60161451821864	Other->30% CO2	-0.4208357417312282	1.9360540758932037e-8	7.945939854047076e-8	TRUE	NC_010475.1	1861348	1861734	+	protein-coding	SYNPCC7002_RS08890	SYNPCC7002_RS08890	SYNPCC7002_A1775	type II toxin-antitoxin system VapC family toxin	387
gene-SYNPCC7002_RS08895	377.9598217466928	Other->30% CO2	-0.2697950273675016	0.016713583753201477	0.0291337698450301	TRUE	NC_010475.1	1861754	1862386	+	protein-coding	cas5	SYNPCC7002_RS08895	SYNPCC7002_A1776	CRISPR-associated protein Cas5	633
gene-SYNPCC7002_RS08900	434.43290926605755	Other->30% CO2	-0.06434369685792529	0.4095407066036151	0.4861508571590139	FALSE	NC_010475.1	1862467	1864125	+	protein-coding	SYNPCC7002_RS08900	SYNPCC7002_RS08900	SYNPCC7002_A1777	type I-MYXAN CRISPR-associated endonuclease Cas4/Cas1	1659
gene-SYNPCC7002_RS08905	41.07603278280017	Other->30% CO2	0.1355570781266232	0.49850338729562815	0.5742389233112978	FALSE	NC_010475.1	1864128	1864421	+	protein-coding	cas2	SYNPCC7002_RS08905	SYNPCC7002_A1778	CRISPR-associated endonuclease Cas2	294
gene-SYNPCC7002_RS08915	11.175034768798188	Other->30% CO2	0.022654154645452583	0.9552316335648143	0.967209459691019	FALSE	NC_010475.1	1865822	1865895	-	tRNA	SYNPCC7002_RS08915	SYNPCC7002_RS08915	SYNPCC7002_A1779	tRNA-Met	74
gene-SYNPCC7002_RS08920	333.5353308218471	Other->30% CO2	-0.84035668965567345	9.883819039633042e-16	7.288752396807015e-15	TRUE	NC_010475.1	1866011	1866478	+	protein-coding	SYNPCC7002_RS08920	SYNPCC7002_RS08920	SYNPCC7002_A1780	DUF202 domain-containing protein	468
gene-SYNPCC7002_RS16460	1031.1364649631269	Other->30% CO2	0.18170566314256434	0.6314613754074685	0.6978273390249694	FALSE	NC_010475.1	1866516	1866612	+	SRP sRNA	ffs	SYNPCC7002_RS16460	NA	signal recognition particle sRNA small type	97
gene-SYNPCC7002_RS08925	429.4668909722204	Other->30% CO2	0.3085157764939633	4.0901924947633395e-4	9.742862653455448e-4	TRUE	NC_010475.1	1866640	1867230	-	protein-coding	SYNPCC7002_RS08925	SYNPCC7002_RS08925	SYNPCC7002_A1781	PAP/fibrillin family protein	591
gene-SYNPCC7002_RS08930	429.79049123023975	Other->30% CO2	-0.12688973877174242	0.1416474033206973	0.1975479761337877	FALSE	NC_010475.1	1867289	1868413	-	protein-coding	proB	SYNPCC7002_RS08930	SYNPCC7002_A1782	glutamate 5-kinase	1125
gene-SYNPCC7002_RS08935	1949.7620932838142	Other->30% CO2	0.13707911047765975	0.007874265694015649	0.014804352847305325	TRUE	NC_010475.1	1868604	1869560	+	protein-coding	SYNPCC7002_RS08935	SYNPCC7002_RS08935	SYNPCC7002_A1783	class I SAM-dependent methyltransferase	957
gene-SYNPCC7002_RS08940	1641.2738758835674	Other->30% CO2	0.4521900141848472	7.684480295891217e-13	4.630759581292655e-12	TRUE	NC_010475.1	1869583	1871289	+	protein-coding	SYNPCC7002_RS08940	SYNPCC7002_RS08940	SYNPCC7002_A1784	NAD+ synthase	1707
gene-SYNPCC7002_RS08945	735.1728630932204	Other->30% CO2	-0.27889103569671675	0.0019535614854330487	0.004143140904759519	TRUE	NC_010475.1	1871305	1872063	-	protein-coding	sfsA	SYNPCC7002_RS08945	SYNPCC7002_A1785	DNA/RNA nuclease SfsA	759
gene-SYNPCC7002_RS08950	1907.0835602218297	Other->30% CO2	-0.6541590069513703	5.972803267209373e-25	7.015328928395009e-24	TRUE	NC_010475.1	1872093	1872671	-	protein-coding	SYNPCC7002_RS08950	SYNPCC7002_RS08950	SYNPCC7002_A1786	late competence development ComFB family protein	579
gene-SYNPCC7002_RS08955	871.5787993208206	Other->30% CO2	0.1307590505278586	0.11924473372702676	0.16907835379205288	FALSE	NC_010475.1	1872850	1873488	-	protein-coding	SYNPCC7002_RS08955	SYNPCC7002_RS08955	SYNPCC7002_A1787	methyltransferase domain-containing protein	639
gene-SYNPCC7002_RS08960	3094.444408515718	Other->30% CO2	0.2617614913161584	1.1691418323721194e-4	3.0776920281678447e-4	TRUE	NC_010475.1	1873571	1875781	+	protein-coding	SYNPCC7002_RS08960	SYNPCC7002_RS08960	SYNPCC7002_A1788	serine/threonine-protein phosphatase	2211
gene-SYNPCC7002_RS08965	1084.3479780569526	Other->30% CO2	0.01768555336294131	0.7865164264422183	0.8321153152336604	FALSE	NC_010475.1	1875912	1876622	+	protein-coding	SYNPCC7002_RS08965	SYNPCC7002_RS08965	SYNPCC7002_A1789	Crp/Fnr family transcriptional regulator	711
gene-SYNPCC7002_RS08970	750.5025658972761	Other->30% CO2	0.04972551714934284	0.3775831770176591	0.4537178801216662	FALSE	NC_010475.1	1876632	1877405	+	protein-coding	SYNPCC7002_RS08970	SYNPCC7002_RS08970	SYNPCC7002_A1790	DUF2232 domain-containing protein	774
gene-SYNPCC7002_RS08975	1733.9754421048694	Other->30% CO2	0.5833174391228142	2.4269438016555317e-16	1.844477289258204e-15	TRUE	NC_010475.1	1877417	1878274	+	protein-coding	SYNPCC7002_RS08975	SYNPCC7002_RS08975	SYNPCC7002_A1791	methyltransferase domain-containing protein	858
gene-SYNPCC7002_RS08980	1141.2071616328697	Other->30% CO2	0.38719950570615036	1.6282592236368386e-11	8.750877358314457e-11	TRUE	NC_010475.1	1878330	1878893	+	protein-coding	SYNPCC7002_RS08980	SYNPCC7002_RS08980	SYNPCC7002_A1792	Uma2 family endonuclease	564
gene-SYNPCC7002_RS08985	1955.2868625745814	Other->30% CO2	-1.2755040400946902	1.8952807560029087e-31	2.6386882939178426e-30	TRUE	NC_010475.1	1878995	1880239	-	protein-coding	SYNPCC7002_RS08985	SYNPCC7002_RS08985	SYNPCC7002_A1793	MFS transporter	1245
gene-SYNPCC7002_RS08990	225.70156979482846	Other->30% CO2	0.022374370483032514	0.8082286113518706	0.851183050103209	FALSE	NC_010475.1	1880460	1880864	-	protein-coding	SYNPCC7002_RS08990	SYNPCC7002_RS08990	SYNPCC7002_A1794	4Fe-4S binding protein	405
gene-SYNPCC7002_RS08995	1218.231859155094	Other->30% CO2	-0.5153963190358994	2.2456613548274505e-20	2.12090239067037e-19	TRUE	NC_010475.1	1881122	1881748	-	protein-coding	SYNPCC7002_RS08995	SYNPCC7002_RS08995	SYNPCC7002_A1795	DUF2059 domain-containing protein	627
gene-SYNPCC7002_RS09000	29812.452040843677	Other->30% CO2	-0.7166587534903128	1.2467392191692067e-17	1.0092650821845959e-16	TRUE	NC_010475.1	1881910	1882245	-	protein-coding	SYNPCC7002_RS09000	SYNPCC7002_RS09000	SYNPCC7002_A1796	ribulose bisphosphate carboxylase small subunit	336
gene-SYNPCC7002_RS09005	42533.15889398125	Other->30% CO2	-0.7623306715919452	1.0326746456086185e-19	9.395884803706584e-19	TRUE	NC_010475.1	1882276	1882680	-	protein-coding	SYNPCC7002_RS09005	SYNPCC7002_RS09005	SYNPCC7002_A1797	chaperonin family protein RbcX	405
gene-SYNPCC7002_RS09010	160597.83059403347	Other->30% CO2	-0.9086255465685068	2.1705035759357343e-26	2.625740281000907e-25	TRUE	NC_010475.1	1882749	1884164	-	protein-coding	SYNPCC7002_RS09010	SYNPCC7002_RS09010	SYNPCC7002_A1798	form I ribulose bisphosphate carboxylase large subunit	1416
gene-SYNPCC7002_RS09015	2610.759102669776	Other->30% CO2	0.04617639537698675	0.5669038471129888	0.6393503583013107	FALSE	NC_010475.1	1884637	1885344	-	protein-coding	SYNPCC7002_RS09015	SYNPCC7002_RS09015	SYNPCC7002_A1799	carbon dioxide concentrating mechanism protein	708
gene-SYNPCC7002_RS09020	30445.452150859288	Other->30% CO2	0.0755927898568109	0.16562696224956433	0.22633426371201004	FALSE	NC_010475.1	1885447	1887432	-	protein-coding	SYNPCC7002_RS09020	SYNPCC7002_RS09020	SYNPCC7002_A1800	ribulose bisphosphate carboxylase small subunit	1986
gene-SYNPCC7002_RS09025	8138.693781368766	Other->30% CO2	-0.1970125853991679	1.413388605487563e-4	3.652196156579863e-4	TRUE	NC_010475.1	1887567	1887866	-	protein-coding	SYNPCC7002_RS09025	SYNPCC7002_RS09025	SYNPCC7002_A1801	EutN/CcmL family microcompartment protein	300
gene-SYNPCC7002_RS09030	16565.31197549314	Other->30% CO2	-0.382738324897405	5.301382203411926e-12	2.983181971606363e-11	TRUE	NC_010475.1	1887902	1888240	-	protein-coding	SYNPCC7002_RS09030	SYNPCC7002_RS09030	SYNPCC7002_A1802	BMC domain-containing protein	339
gene-SYNPCC7002_RS09035	20911.50773291216	Other->30% CO2	-0.30122490159274407	2.754413366813304e-5	8.029562432136257e-5	TRUE	NC_010475.1	1888337	1888648	-	protein-coding	SYNPCC7002_RS09035	SYNPCC7002_RS09035	SYNPCC7002_A1803	BMC domain-containing protein	312
gene-SYNPCC7002_RS09040	648.7930878501604	Other->30% CO2	-0.6229662438702426	1.7752236977331837e-10	8.83508866514358e-10	TRUE	NC_010475.1	1889003	1890679	-	protein-coding	SYNPCC7002_RS09040	SYNPCC7002_RS09040	SYNPCC7002_A1804	SulP family inorganic anion transporter	1677
gene-SYNPCC7002_RS09045	12919.789493266497	Other->30% CO2	-0.3205374926341622	2.289515618351115e-11	1.2203193807383007e-10	TRUE	NC_010475.1	1891086	1892984	+	protein-coding	SYNPCC7002_RS09045	SYNPCC7002_RS09045	SYNPCC7002_A1805	NAD(P)H-quinone oxidoreductase subunit F	1899
gene-SYNPCC7002_RS09050	6585.565466174458	Other->30% CO2	-0.20412150118779956	9.912640932085595e-5	2.646101670300535e-4	TRUE	NC_010475.1	1893039	1894520	+	protein-coding	SYNPCC7002_RS09050	SYNPCC7002_RS09050	SYNPCC7002_A1806	NADH-quinone oxidoreductase subunit M	1482
gene-SYNPCC7002_RS09055	4627.016755201028	Other->30% CO2	-0.3987854683620772	4.296251370519228e-12	2.451747690243305e-11	TRUE	NC_010475.1	1894552	1895688	+	protein-coding	SYNPCC7002_RS09055	SYNPCC7002_RS09055	SYNPCC7002_A1807	CO2 hydration protein	1137
gene-SYNPCC7002_RS09060	2364.631606201583	Other->30% CO2	0.3847020290979559	1.1909277334928852e-7	4.5308558058681023e-7	TRUE	NC_010475.1	1895785	1897719	-	protein-coding	speA	SYNPCC7002_RS09060	SYNPCC7002_A1808	biosynthetic arginine decarboxylase	1935
gene-SYNPCC7002_RS09065	1633.4353285811103	Other->30% CO2	-0.4867192109691991	4.231355893899672e-15	2.9841221697152704e-14	TRUE	NC_010475.1	1898002	1898760	+	protein-coding	SYNPCC7002_RS09065	SYNPCC7002_RS09065	SYNPCC7002_A1810	hypothetical protein	759
gene-SYNPCC7002_RS09070	3975.868792487006	Other->30% CO2	-0.42929973670804533	1.9575147995483227e-9	8.80609025423549e-9	TRUE	NC_010475.1	1898811	1900073	-	protein-coding	SYNPCC7002_RS09070	SYNPCC7002_RS09070	SYNPCC7002_A1811	SufS family cysteine desulfurase	1263
gene-SYNPCC7002_RS09075	5517.049265206501	Other->30% CO2	-0.3947434153702483	5.526946631818522e-9	2.3834496155906313e-8	TRUE	NC_010475.1	1900131	1901489	-	protein-coding	sufD	SYNPCC7002_RS09075	SYNPCC7002_A1812	Fe-S cluster assembly protein SufD	1359
gene-SYNPCC7002_RS09080	3712.307498349558	Other->30% CO2	-0.18402589424987992	0.0041079324954912694	0.008241380099650187	TRUE	NC_010475.1	1901492	1902265	-	protein-coding	sufC	SYNPCC7002_RS09080	SYNPCC7002_A1813	Fe-S cluster assembly ATPase SufC	774
gene-SYNPCC7002_RS09085	8800.847892957827	Other->30% CO2	-0.33080369724584396	1.6163581531282387e-7	6.077807723637033e-7	TRUE	NC_010475.1	1902332	1903771	-	protein-coding	sufB	SYNPCC7002_RS09085	SYNPCC7002_A1814	Fe-S cluster assembly protein SufB	1440
gene-SYNPCC7002_RS09090	1195.226187501565	Other->30% CO2	0.19065848663068607	0.021376454161482556	0.036320855834607396	TRUE	NC_010475.1	1903950	1904606	+	protein-coding	sufR	SYNPCC7002_RS09090	SYNPCC7002_A1815	iron-sulfur cluster biosynthesis transcriptional regulator SufR	657
gene-SYNPCC7002_RS09095	871.1157746274707	Other->30% CO2	-0.016503454521469514	0.8441464000558045	0.8792624547501607	FALSE	NC_010475.1	1904620	1905453	-	protein-coding	SYNPCC7002_RS09095	SYNPCC7002_RS09095	SYNPCC7002_A1816	DNA-formamidopyrimidine glycosylase	834
gene-SYNPCC7002_RS09100	513.5690186202318	Other->30% CO2	0.07792764852018397	0.3489112455809227	0.42431601025089616	FALSE	NC_010475.1	1905561	1905971	-	protein-coding	SYNPCC7002_RS09100	SYNPCC7002_RS09100	SYNPCC7002_A1817	PIN domain-containing protein	411
