Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation
gene-SYNPCC7002_RS03730	NC_010475.1	776048	777373	+	protein-coding	SYNPCC7002_RS03730	SYNPCC7002_RS03730	SYNPCC7002_A0747	four-carbon acid sugar kinase family protein	340.26409732082914	322.98745024624816	329.7221959421899	385.5551536332913	587.9208635190615	799.9661114138747	855.9457382296077	630.727298513989	664.6480844013205	694.6803136772378	785.1028335804374	719.5933681009279	546.2706402306787	524.5470316527457	509.87181058480985	438.5458692351317
gene-SYNPCC7002_RS03735	NC_010475.1	777395	778144	+	protein-coding	rsmG	SYNPCC7002_RS03735	SYNPCC7002_A0748	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	285.41889742372183	243.86201062768936	280.3936784390276	276.91074608026764	509.66184674447766	586.1137846002647	623.3517876237361	517.6033056192219	630.8918769623742	555.4791057838981	659.1102830417803	562.8859262366458	400.8604698095628	380.49666789790007	383.7179605432074	365.6068473249226
gene-SYNPCC7002_RS03740	NC_010475.1	778301	779752	+	protein-coding	atpD	SYNPCC7002_RS03740	SYNPCC7002_A0749	F0F1 ATP synthase subunit beta	21065.03391966449	20716.596658163973	12011.494012020012	15557.34918887322	56611.594497024314	64339.62864615728	62497.99452779772	48202.21475662779	59856.73983217006	63955.66353514753	65480.39704935188	59622.67854194948	36987.23834914412	36807.77804772172	38266.66784595274	35967.14344169794
gene-SYNPCC7002_RS03745	NC_010475.1	779853	780257	+	protein-coding	atpC	SYNPCC7002_RS03745	SYNPCC7002_A0750	ATP synthase F1 subunit epsilon	2893.364117020866	2825.1673358888693	1561.6370146395843	1944.999881559009	8768.922829592126	9016.119704549115	8819.298052830065	7562.216848763853	9080.419801076534	9143.530769908222	9317.807282373811	9137.664972155211	5767.281759269936	5565.582235982669	5405.692474282665	5496.867038708126
gene-SYNPCC7002_RS03750	NC_010475.1	780405	780707	-	protein-coding	SYNPCC7002_RS03750	SYNPCC7002_RS03750	SYNPCC7002_A0751	30S ribosomal protein PSRP-3	6859.007856519872	6848.890511245743	6227.076275333405	5785.977168098224	11938.413008962774	11322.73266166217	9970.970385401424	10122.562759892897	12937.93950634094	10955.79792410056	10656.713192575662	13099.48127537922	7258.718507237868	7101.391922278017	6064.846340750038	7810.857508809507
gene-SYNPCC7002_RS03755	NC_010475.1	780998	781459	+	protein-coding	rimP	SYNPCC7002_RS03755	SYNPCC7002_A0752	ribosome maturation factor RimP	682.7667742292954	631.7063785940676	719.1578604408394	716.7881034900709	1804.8485743638412	1701.1380565049724	1873.3781335941492	1326.5619310681316	1690.1383862534456	1848.0617505077664	1901.1711730534664	1886.793624745237	1478.6642329985098	1690.0454293055868	1746.1795409925137	1543.572051174798
gene-SYNPCC7002_RS03760	NC_010475.1	781519	782781	+	protein-coding	nusA	SYNPCC7002_RS03760	SYNPCC7002_A0753	transcription termination factor NusA	2535.1913829989408	2508.6655774146343	2267.813686263802	2186.1374690547445	6413.3264246771505	6459.572340789704	6523.2634832778185	5833.617129997771	6319.394834001347	6568.97128677617	6529.046798062943	6430.408821327442	4579.437867113657	5041.762731419593	5137.61554294426	5068.350284985648
gene-SYNPCC7002_RS03765	NC_010475.1	782833	783087	+	protein-coding	SYNPCC7002_RS03765	SYNPCC7002_RS03765	SYNPCC7002_A0754	YlxR family protein	559.6448969092585	586.3065361899766	536.1230981264741	617.418218533037	1058.4532018762472	1158.1467575584809	1233.412492355708	994.5145274633478	1209.4034320367284	1152.055711041068	1323.8620235703663	1142.8835846308857	890.146043253588	980.7065168764232	951.4102857304184	990.1472224310872
gene-SYNPCC7002_RS03770	NC_010475.1	783325	786264	+	protein-coding	infB	SYNPCC7002_RS03770	SYNPCC7002_A0755	translation initiation factor IF-2	11026.123758906211	11774.124842912426	10464.136305078711	11479.20911023655	16838.40569676141	19210.627333392156	19682.10010026886	17174.500878117044	16315.888264541698	18972.46177296746	18100.61634641557	17466.575445493614	18142.866263488693	17526.855117262545	18706.513397002283	17917.47073224284
gene-SYNPCC7002_RS16385	NC_010475.1	786458	786547	+	protein-coding	petN	SYNPCC7002_RS16385	NA	cytochrome b6-f complex subunit PetN	1389.0386341287794	1629.2057731296693	1316.2925460054353	1465.3745701663925	1861.5863615254143	1721.3792232404169	1751.1001709899197	1514.5593581090754	1925.267831173002	1760.5638484033811	1951.0040475202488	2075.022678478771	1272.3389911847644	1321.9167219320923	1262.5897824997044	1404.987909545401
gene-SYNPCC7002_RS17200	NC_010475.1	786567	786689	+	protein-coding	SYNPCC7002_RS17200	SYNPCC7002_RS17200	NA	hypothetical protein	1944.206371862764	2159.735360080334	1694.0451405691251	1837.6804058054129	2524.8315286900133	2154.364181233406	2109.95940906755	1980.0767964961744	2586.423894115121	2386.3064210286793	2456.854735503812	2790.112959169806	1712.499507054088	1800.6295469355691	1590.5897926078708	2083.320813310345
gene-SYNPCC7002_RS03775	NC_010475.1	786863	787549	+	protein-coding	deoC	SYNPCC7002_RS03775	SYNPCC7002_A0756	deoxyribose-phosphate aldolase	768.9520883533212	865.1912823865362	912.577573808502	850.6062152322097	913.674020843267	850.1290028886722	797.4649735058457	872.4382761380596	888.1374577902059	913.4250689382	800.1467202119188	862.7915477355307	957.9386227066758	1081.1052552510123	1098.5897774456212	1001.9998134914962
gene-SYNPCC7002_RS03780	NC_010475.1	787557	788369	+	protein-coding	recO	SYNPCC7002_RS03780	SYNPCC7002_A0757	DNA repair protein RecO	448.8352073212253	557.7694923931193	501.0738883215956	507.4488791805862	345.3179115178515	469.94708855336535	576.8329975025617	459.8205466585855	387.61438197134805	563.4334605206604	440.033683970832	485.4328227864833	673.0132887734081	605.3025386062196	644.4359172958525	626.3638506539198
gene-SYNPCC7002_RS03785	NC_010475.1	788380	789510	-	protein-coding	SYNPCC7002_RS03785	SYNPCC7002_RS03785	SYNPCC7002_A0758	hypothetical protein	1853.543898563464	1708.3312127482282	1556.4445391129357	1650.865022086189	2558.0916108192114	3082.8176988809714	2971.886134598452	2557.0905444270365	2369.918563644638	2616.982708394785	2716.3617798968667	2492.008572634878	2342.282745161759	2250.2412883522084	2317.025712430765	2230.1105949046405
gene-SYNPCC7002_RS03790	NC_010475.1	789611	791080	-	protein-coding	SYNPCC7002_RS03790	SYNPCC7002_RS03790	SYNPCC7002_A0759	ABC transporter permease subunit	202.59145268115157	193.27361480598785	120.72505599458134	153.6920887335457	254.3418045173977	248.17430519110303	274.46086171492857	280.77537804816285	324.757995705724	239.9563678923283	200.2717407815966	279.1914194133763	262.32780744890505	241.5389937707511	217.6153913217642	297.2265142841017
gene-SYNPCC7002_RS16630	NC_010475.1	791098	791235	-	protein-coding	SYNPCC7002_RS16630	SYNPCC7002_RS16630	NA	hypothetical protein	13.431477525822205	6.4856917720130145	14.279307698283814	15.899181593125416	23.47770503237517	14.960862369676423	18.607516048469737	26.04293361606148	17.46010729600667	17.234435262984906	10.342672059143489	17.11173215759403	18.667521878386506	13.823014703747804	11.564102920480224	13.676066608164188
gene-SYNPCC7002_RS03795	NC_010475.1	791312	791428	+	protein-coding	SYNPCC7002_RS03795	SYNPCC7002_RS03795	NA	photosystem II reaction center X protein	1816.607335367453	1941.8161165406968	1775.8266301138417	2285.5073540117783	3011.0156704021156	3230.66622112248	3119.4171546970333	1907.6448873765032	3201.019670934556	3367.3435052293585	3745.927771238877	2286.6677867437497	2369.792777403592	2208.772244240965	2048.9487810923597	1953.8540494197237
gene-SYNPCC7002_RS03805	NC_010475.1	792513	793049	+	protein-coding	SYNPCC7002_RS03805	SYNPCC7002_RS03805	SYNPCC7002_A0761	TolB family protein	409.6600645375772	311.3132050566247	389.4356644986495	310.0340410659456	421.62045287307075	459.386479821829	468.5106719346843	444.35755482404903	362.0062246038716	432.18660736408305	401.4837244776608	392.6692221426841	516.7956056858579	632.9485680137152	644.4359172958525	560.7187309347318
gene-SYNPCC7002_RS17205	NC_010475.1	793180	793314	+	protein-coding	SYNPCC7002_RS17205	SYNPCC7002_RS17205	NA	hypothetical protein	161.17773030986643	237.37631885567637	153.17802803613546	227.8882695014643	186.84340254931908	233.21344282142664	193.3852560751676	208.34346892849183	215.34132331741557	206.8132231558189	220.95708489988357	204.44016840914975	274.1178212668334	315.7467569171867	282.79488050992546	254.37483891185389
gene-SYNPCC7002_RS03810	NC_010475.1	793307	793522	+	protein-coding	SYNPCC7002_RS03810	SYNPCC7002_RS03810	SYNPCC7002_A0762	hypothetical protein	423.0915420633994	533.1238636594699	455.6397274634199	457.1014708023557	548.7913551317696	535.0708423978392	577.49755164715	489.9326886521566	542.4273333292738	485.2156389424981	551.9225907924751	487.23405775044057	809.5809488310778	846.8415323769707	925.128233638418	764.9479922833169
gene-SYNPCC7002_RS03815	NC_010475.1	793551	794633	-	protein-coding	SYNPCC7002_RS03815	SYNPCC7002_RS03815	SYNPCC7002_A0763	alpha/beta fold hydrolase	318.9975912382773	291.8561297405857	332.3184337055142	312.68390466479985	439.22873164735216	369.6213056037705	443.9221685849208	498.88494708267774	391.10640343054934	391.08910789081136	426.8702831682857	418.7871291200645	852.8109994968149	926.1419851511027	852.5897698644965	864.3274096359767
gene-SYNPCC7002_RS03820	NC_010475.1	794651	796351	-	protein-coding	SYNPCC7002_RS03820	SYNPCC7002_RS03820	SYNPCC7002_A0764	ATP-binding cassette domain-containing protein	3052.3032677430956	3495.787865115015	2801.340546626952	2949.2981855247644	3086.3399740476525	2920.888364997415	2849.608171994222	3144.684234139424	3077.634912709442	3045.192138390487	3082.116273624759	3160.266744263024	5083.460957830093	5346.596581991716	5053.512976249858	5435.780607858326
gene-SYNPCC7002_RS03825	NC_010475.1	796425	797087	+	protein-coding	SYNPCC7002_RS03825	SYNPCC7002_RS03825	SYNPCC7002_A0765	class I SAM-dependent methyltransferase	265.2716811349885	361.90160087832624	228.46892317254105	369.6559720401659	228.90762406565793	208.57202244784193	235.2521671842245	251.47707773009367	201.37323748061024	254.53935157639248	251.04485816284645	236.86239776038053	246.60778902500064	213.16543727358456	244.9487254974447	160.4658482024598
gene-SYNPCC7002_RS03830	NC_010475.1	797098	798039	-	protein-coding	SYNPCC7002_RS03830	SYNPCC7002_RS03830	SYNPCC7002_A0766	glycosyltransferase family 2 protein	545.0941295896178	470.86122264814486	532.2287414814876	533.9475151691286	789.4378317136151	761.2438793982416	826.7053558677268	734.0851913027329	895.1215007086086	779.5267642027019	875.366153369326	805.1520288888981	661.2232749554798	704.2462228014671	814.7436148520158	675.5976904433109
gene-SYNPCC7002_RS03835	NC_010475.1	798073	798645	-	protein-coding	lepB	SYNPCC7002_RS03835	SYNPCC7002_A0767	signal peptidase I	1170.7771243341688	1352.915303641915	1356.5342313369622	1377.929071404203	2136.4711579461405	2537.186247751596	2424.958073602359	1873.4635370054227	2354.786470654766	2382.3292436602983	2646.783804226265	2428.965348896374	1601.4768769352631	1670.4021978844714	1755.641079745634	1574.5711354866369
gene-SYNPCC7002_RS03840	NC_010475.1	798675	799052	-	protein-coding	SYNPCC7002_RS03840	SYNPCC7002_RS03840	SYNPCC7002_A0768	hypothetical protein	1198.7593691796317	1214.1214997208365	1309.8019515971243	1354.0802990145146	1391.054023168229	1511.927150064947	1519.8353286732242	1188.208846232805	1485.273127313634	1617.3854631416605	1594.651982937032	1522.9441620258688	1178.0188806413378	967.6110292623464	1115.4102907845015	1072.2036220800724
gene-SYNPCC7002_RS03845	NC_010475.1	799194	799937	-	protein-coding	lptB	SYNPCC7002_RS03845	SYNPCC7002_A0769	LPS export ABC transporter ATP-binding protein	1055.4902755708615	957.2881055491208	1233.2129375790566	1029.4720081548703	1038.8884476826013	1074.5419384338186	1084.5523639679502	1064.504911556513	1009.1942017091854	1000.922971042585	1131.1122261045105	970.8656455729666	956.9561215551818	991.6194232214872	962.9743886508986	1015.6758800996604
gene-SYNPCC7002_RS03850	NC_010475.1	799941	800408	-	protein-coding	SYNPCC7002_RS03850	SYNPCC7002_RS03850	SYNPCC7002_A0770	hypothetical protein	1405.8279810360573	1441.120711741292	1614.859888787733	1434.9011387795688	1174.863489328441	1407.201113477212	1308.5071106941753	1309.471255882591	1232.6835750980708	1358.8689341968868	1373.6948980371485	1261.7650922520652	1232.0564439735092	1155.313018397448	1223.6923454035436	1124.1726751910962
gene-SYNPCC7002_RS03855	NC_010475.1	800544	801755	-	protein-coding	SYNPCC7002_RS03855	SYNPCC7002_RS03855	SYNPCC7002_A0771	molybdopterin molybdotransferase MoeA	654.7845293838325	560.3637691019245	494.5832939132848	483.60010679089805	904.8698814561264	877.4105754451409	826.7053558677268	848.8368675485038	746.1285851160183	760.9666031502567	755.9553032319421	830.3693183842998	916.6735743439268	842.4763698389451	965.0769528182586	928.1490538074096
gene-SYNPCC7002_RS03860	NC_010475.1	801808	802389	-	protein-coding	SYNPCC7002_RS03860	SYNPCC7002_RS03860	SYNPCC7002_A0772	DUF4126 domain-containing protein	198.1142935058775	179.0050929075592	170.0535734977436	120.56879374786772	161.4092220975793	145.20837005862413	149.52468253234608	194.50816044495917	186.24114449073775	148.48128841956228	141.97668008460604	217.94943063882928	151.30517733008008	168.7862848036574	172.41026172352335	181.4358170016449
gene-SYNPCC7002_RS03865	NC_010475.1	802598	803893	+	protein-coding	SYNPCC7002_RS03865	SYNPCC7002_RS03865	SYNPCC7002_A0773	Glu/Leu/Phe/Val dehydrogenase	1008.4801042304838	823.6828550456529	798.3431122222314	723.4127624872064	829.5455778105894	861.5696623478365	948.3187643273682	867.555226085048	875.3333791064676	788.8068447289246	823.6527930736086	890.7106896768682	647.4682588345635	642.4064201794374	697.0000214798534	704.7732992073945
gene-SYNPCC7002_RS03870	NC_010475.1	803911	804696	-	protein-coding	SYNPCC7002_RS03870	SYNPCC7002_RS03870	SYNPCC7002_A0774	DUF1350 family protein	827.1551576318841	835.3571002352763	765.8901401806772	743.2867394786132	1171.928776199394	1031.4194527800453	1173.6026193427697	1301.332839127572	1292.0479399044934	1189.1760331459586	1197.8694730317093	1190.6163111757533	1397.1166374245056	1377.9363078367548	1481.2564559051486	1382.1944651984606
gene-SYNPCC7002_RS16635	NC_010475.1	804730	805284	-	protein-coding	SYNPCC7002_RS16635	SYNPCC7002_RS16635	SYNPCC7002_A0775	DUF6282 family protein	236.1701464957071	204.94785999561125	175.24604902439225	168.266338527244	192.71282880741285	206.81192099258587	209.9991096898727	250.66323605459175	213.01330901128136	163.06427210362642	204.97295535393457	206.241403373107	193.5527268443232	269.1850231782467	212.3589809033641	264.4039544245076
gene-SYNPCC7002_RS16640	NC_010475.1	805280	805693	-	protein-coding	SYNPCC7002_RS16640	SYNPCC7002_RS16640	SYNPCC7002_A0776	DUF6282 family protein	393.99000742411795	364.4958775871314	299.8654616639601	392.1798126304269	343.3614360984869	323.8586677671132	312.3404479564563	347.5103954393204	392.27041058361647	295.6368510496642	345.0691496096054	301.70685646284215	329.13788575049887	342.6652592350114	328.00001010816635	356.4894695861465
gene-SYNPCC7002_RS16390	NC_010475.1	805852	805968	+	protein-coding	SYNPCC7002_RS16390	SYNPCC7002_RS16390	NA	photosystem II reaction center protein I	5012.179696719319	5326.050083177088	5131.463939210537	5840.299371874736	4353.157808086229	4377.372319221797	3742.7689423207694	3318.032511021333	4477.935517849177	4040.8122062752304	4568.640321398018	4079.797193363208	4255.212487120629	3564.155212297921	3195.8975343872617	4261.462355103961
gene-SYNPCC7002_RS03880	NC_010475.1	806131	806421	+	protein-coding	SYNPCC7002_RS03880	SYNPCC7002_RS03880	SYNPCC7002_A0777	hypothetical protein	367.12705237247354	360.6044625239237	438.7641820018117	374.9556992378744	402.0556986794248	497.22866110983415	526.9914366584464	428.0807213140106	484.22697567591825	433.5123331535434	509.6116596414336	458.4142983271243	446.055522778288	461.2521748513741	508.82052850112984	457.6923624865615
gene-SYNPCC7002_RS03885	NC_010475.1	806575	807699	+	protein-coding	SYNPCC7002_RS03885	SYNPCC7002_RS03885	SYNPCC7002_A0778	DUF3747 domain-containing protein	4732.35724826469	4092.471508140212	4896.504421629686	4552.465662831577	2862.323538530406	3103.0588656164164	2648.912820328584	2997.378890873576	2665.5763805236847	2740.2752068146	2483.181537108904	2656.821571836968	2995.646010905287	2557.985247283015	2630.307773367411	2985.0294716753033
gene-SYNPCC7002_RS03890	NC_010475.1	807703	808086	+	protein-coding	SYNPCC7002_RS03890	SYNPCC7002_RS03890	SYNPCC7002_A0779	glyoxalase/bleomycin resistance/dioxygenase family protein	406.3021951561217	321.6903118918455	427.08111206685226	340.5074724527693	313.0360670983356	322.9786170394852	356.2010214992778	346.6965537638185	256.08157367476446	226.69910999772455	292.4155463994204	276.4895669674404	338.96289726543915	356.48827393875916	298.5641117651258	308.167367570633
gene-SYNPCC7002_RS03895	NC_010475.1	808083	808325	-	protein-coding	SYNPCC7002_RS03895	SYNPCC7002_RS03895	SYNPCC7002_A0780	hypothetical protein	282.0610280422663	246.45628733649457	238.85387422583833	160.31674773068127	196.6257796461421	145.20837005862413	138.8918162189348	220.55109406102068	142.00887267418756	173.67007841930945	110.008420992708	184.62658380561984	252.5027959339648	233.5361957843708	219.71795548912425	253.46310113797628
gene-SYNPCC7002_RS03900	NC_010475.1	808542	808859	+	protein-coding	SYNPCC7002_RS03900	SYNPCC7002_RS03900	SYNPCC7002_A0781	DUF3082 domain-containing protein	654.7845293838325	604.466473151613	724.350335967488	681.0149449055386	425.5334037118	491.06830601643793	528.985099092211	381.6917458104011	448.1427539308378	456.0496715743698	414.64712528020704	480.92973537659014	578.6931782299816	523.8195045630747	458.35898848448886	490.5149223461556
gene-SYNPCC7002_RS03905	NC_010475.1	808944	810554	-	protein-coding	SYNPCC7002_RS03905	SYNPCC7002_RS03905	SYNPCC7002_A0782	iron uptake porin	2127.769898049001	1757.622470215527	797.0449933405692	855.9059424299182	49881.319054410094	44043.01871487214	43609.37207616717	66123.8222928556	27042.21418005513	37732.80741962126	34002.00451589144	26246.695277303308	9585.281233975722	10052.241797983335	10180.615698357316	9834.00362904393
gene-SYNPCC7002_RS03910	NC_010475.1	810801	811310	+	protein-coding	SYNPCC7002_RS03910	SYNPCC7002_RS03910	SYNPCC7002_A0783	pentapeptide repeat-containing protein	1059.9674347461355	1062.3563122557318	965.8004479566508	911.5530780058572	736.612995390771	653.8776906276225	666.5478070219694	804.8894170714001	640.2039341869112	645.6284594672038	556.623805364813	682.668051339804	808.5984476795838	809.010123714082	820.0000252704159	854.298294123323
gene-SYNPCC7002_RS03915	NC_010475.1	811368	811441	-	tRNA	SYNPCC7002_RS03915	SYNPCC7002_RS03915	SYNPCC7002_A0784	tRNA-Pro	4.477159175274068	0	2.59623776332433	0	1.9564754193645977	1.76010145525605	7.974649735058457	0	4.656028612268445	5.302903157841509	3.7609716578703583	0	0	1.455054179341874	4.205128334720081	5.470426643265675
gene-SYNPCC7002_RS03920	NC_010475.1	811535	812440	+	protein-coding	lipA	SYNPCC7002_RS03920	SYNPCC7002_A0785	lipoyl synthase	2403.115187328356	2550.174004755517	2809.1292599169246	2865.827482160856	2842.75878433676	3027.374503040406	3064.2591606962123	2742.646446441475	2852.9815321674896	3366.0177794398983	3223.1527107948973	3145.856864551366	3044.771068479988	3292.0600807609903	3472.384722395107	3069.8210846459215
gene-SYNPCC7002_RS03925	NC_010475.1	812469	813032	+	protein-coding	SYNPCC7002_RS03925	SYNPCC7002_RS03925	SYNPCC7002_A0786	Uma2 family endonuclease	961.469932890106	1032.522130104472	1155.325804679327	1009.598031163464	1038.8884476826013	1019.098742593253	954.9643057732504	1060.4357031790034	1152.36708153644	1057.9291799893813	1065.2952220917791	1075.3372734824882	1216.3364255496049	1350.2902784292592	1349.846195445146	1348.460167564989
gene-SYNPCC7002_RS03930	NC_010475.1	813046	814182	+	protein-coding	SYNPCC7002_RS03930	SYNPCC7002_RS03930	SYNPCC7002_A0787	aminotransferase class V-fold PLP-dependent enzyme	968.1856716530172	1015.659331497238	1141.046496981043	1089.093939129091	897.043979778668	972.4560540289676	869.90137526596	904.9919431581365	909.0895865454138	947.89393946417	993.8367605922424	951.0520609694368	1140.6838368845647	1221.5179835575034	1318.3077329347454	1262.7568168204934
gene-SYNPCC7002_RS03935	NC_010475.1	814563	816644	+	protein-coding	SYNPCC7002_RS03935	SYNPCC7002_RS03935	SYNPCC7002_A0788	Rne/Rng family ribonuclease	4934.948700945842	4872.051659136177	4610.918267664009	4584.264026017828	8721.967419527376	9759.762569394798	9992.236118028248	8360.595532431238	8550.796546430998	9148.833673066065	9229.42444841386	8898.100721948897	6900.105586942548	7015.543725696846	7415.743818278864	6686.68483361841
gene-SYNPCC7002_RS03940	NC_010475.1	816746	817582	+	protein-coding	mazG	SYNPCC7002_RS03940	SYNPCC7002_A0789	nucleoside triphosphate pyrophosphohydrolase	204.8300322687886	223.1077969572477	212.89149659259505	169.5912703266711	318.9054933564294	315.05816049083296	348.2263717642193	340.1858203598031	344.5461173078649	393.7405594697321	301.81797554409627	406.1784843723636	290.8203408422318	311.3815943791611	272.2820596731253	272.60959438940614
gene-SYNPCC7002_RS03945	NC_010475.1	817826	818776	+	protein-coding	SYNPCC7002_RS03945	SYNPCC7002_RS03945	SYNPCC7002_A0790	hypothetical protein	2321.407032379604	2866.6757632297526	3033.703826444479	3484.5706324933203	1643.439352266262	1400.1607076561877	1485.943067299226	1541.416133400639	1729.7146294577271	1437.0867557750491	1497.8069627468703	1572.4781235346936	2201.7850804981135	2491.0527550332886	2244.4872486568433	2150.789408577288
gene-SYNPCC7002_RS03950	NC_010475.1	818815	819792	-	protein-coding	SYNPCC7002_RS03950	SYNPCC7002_RS03950	SYNPCC7002_A0791	GntR family transcriptional regulator	231.69298732043305	278.88474619655966	180.43852455104093	276.91074608026764	117.38852516187583	111.76644240875918	105.66410898952456	119.63472629878244	102.4326294699058	148.48128841956228	117.53036430844872	82.85680834203426	147.37517272410398	132.40993032011053	139.8205171294427	150.43673268980606
gene-SYNPCC7002_RS03955	NC_010475.1	819953	820966	-	protein-coding	SYNPCC7002_RS03955	SYNPCC7002_RS03955	SYNPCC7002_A0792	NAD(P)/FAD-dependent oxidoreductase	2577.7243951640444	2819.978782471259	2614.4114276676	2771.7573244015307	4113.489569214066	3723.4946285941737	4345.519551462271	4299.52557167665	4319.63054503205	4210.505107326158	4087.235949190612	4238.305870191448	5749.596738543043	6407.331078731942	5790.461716909552	5875.238214867335
gene-SYNPCC7002_RS03960	NC_010475.1	821085	821648	-	protein-coding	SYNPCC7002_RS03960	SYNPCC7002_RS03960	SYNPCC7002_A0793	peroxiredoxin	14606.731809331646	15103.87899866391	13647.12380291434	13287.741016454564	25092.775491060645	21701.17089257947	22025.31801408687	23592.456331125195	24675.78763786969	24071.203159232075	23649.930027603285	24860.644972538194	18158.5862819126	20468.247140802145	18264.974921856672	19635.184698228262
gene-SYNPCC7002_RS03965	NC_010475.1	821751	823577	-	protein-coding	SYNPCC7002_RS03965	SYNPCC7002_RS03965	SYNPCC7002_A0794	SLC13 family permease	318.9975912382773	256.8333941717154	138.89872033785164	120.56879374786772	2443.6377987863825	2299.5725512920294	2476.7932968802393	2136.334398192543	3407.0489370274345	2980.2315747069283	2854.577488323602	3576.3520209371527	2098.6224595912404	2023.252836374876	2177.205195301322	2437.0750695748584
gene-SYNPCC7002_RS03970	NC_010475.1	823903	824961	+	protein-coding	SYNPCC7002_RS03970	SYNPCC7002_RS03970	SYNPCC7002_A0795	sulfate ABC transporter substrate-binding protein	190.2792649491479	138.7938039210785	66.20406296477042	46.37261297994913	2006.3655425583947	1470.5647658664298	1927.207019305794	1939.3847127210784	3292.976236026858	2721.7150457621547	2789.7007272253386	3361.1044427442594	1403.9941454849638	1259.349392220392	1077.5641357720208	1260.0216034988605
gene-SYNPCC7002_RS03975	NC_010475.1	825010	825303	+	protein-coding	SYNPCC7002_RS03975	SYNPCC7002_RS03975	SYNPCC7002_A0796	NIL domain-containing protein	80.58886515493322	73.93688620094836	44.1360419765136	18.54904519197965	577.1602487125563	392.5026245220991	537.6243029718577	432.9637713670221	889.301464943273	568.7363636785019	777.5808902646967	817.760673636599	404.7904744155389	365.9461261044813	320.6410355224062	355.5777318122689
gene-SYNPCC7002_RS03980	NC_010475.1	825354	826211	+	protein-coding	cysT	SYNPCC7002_RS03980	SYNPCC7002_A0797	sulfate ABC transporter permease subunit CysT	129.83761608294796	106.36534506101344	79.18525178139205	79.49590796562708	1022.2584066180024	729.5620532036327	1049.3309943047757	835.8154007404731	1562.0975994160633	1222.319177882468	1394.3802421554356	1499.5281074944244	822.3534638005002	708.6113853394927	710.6666885676938	758.5658278661737
gene-SYNPCC7002_RS03985	NC_010475.1	826201	827025	+	protein-coding	cysW	SYNPCC7002_RS03985	SYNPCC7002_A0798	sulfate ABC transporter permease subunit CysW	105.2132406189406	88.205408099377	98.65703500632452	62.271794573074544	592.812052067473	472.58724073624944	516.3585703450351	563.9922811228314	828.7730929837832	601.8795084150114	652.5285826405072	894.3131596047828	507.9530953224117	514.3616523973525	453.1025780660888	466.8097402253376
gene-SYNPCC7002_RS03990	NC_010475.1	827103	828149	+	protein-coding	SYNPCC7002_RS03990	SYNPCC7002_RS03990	SYNPCC7002_A0799	TOBE-like domain-containing protein	385.0356890735698	356.7130474607158	307.6541749539331	332.55788165620663	846.1756188751884	649.4774369894825	826.0408017231385	801.6340503693924	1224.535525026601	859.0703115703245	1098.203724098145	1195.1193985856464	723.1208474996035	712.9765478775183	689.6410468940934	678.3329037649437
gene-SYNPCC7002_RS03995	NC_010475.1	828286	829080	+	protein-coding	SYNPCC7002_RS03995	SYNPCC7002_RS03995	SYNPCC7002_A0800	hypothetical protein	1512.1605114488164	1520.2461513598507	1470.7686929232327	1649.5400902867618	1454.6394742975783	1629.8539475671023	1540.436507155459	1556.8791252351757	1837.9672946929688	1659.8086884043926	1683.975059811453	1893.0979471190872	1754.7470565683311	1698.0482272919671	1677.8462055533123	1654.8040595878667
gene-SYNPCC7002_RS04000	NC_010475.1	829320	829526	+	protein-coding	SYNPCC7002_RS04000	SYNPCC7002_RS04000	SYNPCC7002_A0801	DUF2997 domain-containing protein	2588.91729310223	2299.826302355815	3053.1756096694116	2576.9923498857443	1319.642670361421	1485.5256282361065	1248.6972376812369	1187.395004557303	1295.5399613636948	1523.2589320899735	1337.96566728738	1282.4792943375735	1916.8597465648456	1867.5620391852951	1492.820558825629	1797.0351523127742
gene-SYNPCC7002_RS04005	NC_010475.1	829567	829950	+	protein-coding	SYNPCC7002_RS04005	SYNPCC7002_RS04005	SYNPCC7002_A0802	DUF1257 domain-containing protein	11545.474223238003	12442.151095429768	12088.08302603808	11822.366446288172	5858.665643287288	5578.641562434051	4838.618726746719	5932.905814409006	5996.964852601757	5635.660330996065	5243.734733985748	5899.945124442026	6856.875536276811	6675.061047730847	6212.0258324652405	7181.758444833954
