Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	Z-Scaled expression 0.04%	Z-Scaled expression 4%	Z-Scaled expression 8%	Z-Scaled expression 30%	DE in ≥1 pairwsie comparisons	0.04->30% log2FC	0.04->30% FDR	0.04->4% log2FC	0.04->4% FDR	0.04->8% log2FC	0.04->8% FDR	4->30% log2FC	4->30% FDR	4->8% log2FC	4->8% FDR	8->30% log2FC	8->30% FDR	KEGG orthology 1	KEGG orthology 2	KEGG orthology 3	KEGG orthology 4	KEGG orthology 5	KEGG orthology 6	KEGG orthology 7	KEGG orthology 8	KEGG orthology 9	KEGG orthology 10	KEGG orthology 11	KEGG pathway 1	KEGG pathway 2	KEGG pathway 3	KEGG pathway 4	KEGG pathway 5	KEGG pathway 6	KEGG pathway 7	KEGG pathway 8	KEGG pathway 9	KEGG pathway 10	KEGG pathway 11	KEGG pathway 12	KEGG pathway 13	KEGG pathway 14	KEGG pathway 15	KEGG pathway 16	KEGG pathway 17	KEGG pathway 18	KEGG pathway 19	KEGG pathway 20	KEGG pathway 21	KEGG pathway 22	KEGG pathway 23	KEGG pathway 24	KEGG pathway 25	KEGG pathway 26	KEGG pathway 27
gene-SYNPCC7002_RS00370	NC_010475.1	78306	79598	-	protein-coding	eno	SYNPCC7002_RS00370	SYNPCC7002_A0073	phosphopyruvate hydratase	-1.539290556731307	0.8103933756946357	0.7432553607033431	-0.01435817966666945	yes	1.0240888904381966	2.1539341476415033e-21	1.591429072533486	3.268411206623724e-50	1.5466959867805132	1.9594390020366107e-47	-0.5673401820952895	2.518041233575807e-7	-0.04473308575297272	0.7519401116155937	-0.5226070963423167	1.6454529053182645e-6	09100 Metabolism > 09101 Carbohydrate metabolism > 00010 Glycolysis / Gluconeogenesis [PATH:syp00010]	09100 Metabolism > 09102 Energy metabolism > 00680 Methane metabolism [PATH:syp00680]	09120 Genetic Information Processing > 09123 Folding, sorting and degradation > 03018 RNA degradation [PATH:syp03018]	09140 Cellular Processes > 09142 Cell motility > 04820 Cytoskeleton in muscle cells	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03019 Messenger RNA biogenesis [BR:syp03019]	09180 Brite Hierarchies > 09183 Protein families: signaling and cellular processes > 04147 Exosome [BR:syp04147]	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Microbial metabolism in diverse environments (syp01120)	Carbon metabolism (syp01200)	Biosynthesis of amino acids (syp01230)	Glycolysis / Gluconeogenesis (syp00010)	Methane metabolism (syp00680)	RNA degradation (syp03018)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS16605	NC_010475.1	79701	79904	-	protein-coding	SYNPCC7002_RS16605	SYNPCC7002_RS16605	NA	hypothetical protein	-0.96581362329975	0.17264947841391864	0.00518901567041424	0.7879751292154145	no	2.156145744294143	NA	1.3506117310277814	NA	1.622910666398812	NA	0.8055340132663618	NA	0.2722989353710307	NA	0.5332350778953311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00375	NC_010475.1	79979	80374	+	protein-coding	rbfA	SYNPCC7002_RS00375	SYNPCC7002_A0074	30S ribosome-binding factor RbfA	-1.261312327092266	0.00312607109264036	-0.15393554076783164	1.4121217967674695	yes	1.1562672665824991	1.4950581973598555e-51	0.5479234350322908	2.580898034796889e-12	0.477701459138308	1.277043128653417e-9	0.6083438315502083	8.014439960921857e-16	-0.07022197589398285	0.3909601002636187	0.6785658074441911	4.708604553560862e-19	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00380	NC_010475.1	80386	81978	+	protein-coding	SYNPCC7002_RS00380	SYNPCC7002_RS00380	SYNPCC7002_A0075	beta-glucosidase	-1.306415687448611	0.10686746237077094	-0.1954415789198094	1.394989803997639	yes	1.3535273807462227	9.22733502151504e-115	0.7103187837008262	6.289576819007955e-32	0.5590490569894313	5.641698528231233e-20	0.6432085970453963	2.171628250637957e-29	-0.15126972671139494	0.01011431553869756	0.7944783237567914	8.279783867144135e-43	09100 Metabolism > 09101 Carbohydrate metabolism > 00500 Starch and sucrose metabolism [PATH:syp00500]	09100 Metabolism > 09106 Metabolism of other amino acids > 00460 Cyanoamino acid metabolism [PATH:syp00460]	09100 Metabolism > 09110 Biosynthesis of other secondary metabolites > 00946 Degradation of flavonoids [PATH:syp00946]	09100 Metabolism > 09110 Biosynthesis of other secondary metabolites > 00999 Biosynthesis of various plant secondary metabolites [PATH:syp00999]	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Starch and sucrose metabolism (syp00500)	Cyanoamino acid metabolism (syp00460)	Degradation of flavonoids (syp00946)	Biosynthesis of various plant secondary metabolites (syp00999)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00385	NC_010475.1	82165	82413	+	protein-coding	SYNPCC7002_RS00385	SYNPCC7002_RS00385	SYNPCC7002_A0076	DUF4327 family protein	1.528012027084333	-0.8576861103271339	-0.7638520664547108	0.09352614969750972	yes	-1.2601705994660786	1.1287105975614443e-36	-2.085935355512646	7.175450400460369e-97	-2.0059553932964547	7.351208034427115e-89	0.8257647560465675	5.057733621531697e-16	0.07997996221619152	0.4810753021913687	0.745784793830376	2.574662481726483e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS16340	NC_010475.1	82481	82723	+	protein-coding	SYNPCC7002_RS16340	SYNPCC7002_RS16340	SYNPCC7002_A0077	DUF4327 family protein	1.4815743366061134	-0.8102918592012669	-0.8753659764534993	0.20408349904866072	yes	-1.0947885951301282	2.134231433486997e-28	-1.961570248793434	5.976327186903701e-86	-2.010837048083024	5.433387553123204e-88	0.8667816536633058	1.1595528786599925e-17	-0.0492667992895897	0.7082223662473001	0.9160484529528956	6.002020194573046e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00390	NC_010475.1	82844	83233	-	protein-coding	SYNPCC7002_RS00390	SYNPCC7002_RS00390	SYNPCC7002_A0078	hypothetical protein	0.3852697805818985	-0.8241089014869487	-0.8212171527726528	1.2600562736776872	yes	0.19750905950957356	0.02665149059646059	-0.26653602408829274	0.00288606730494496	-0.2692654572670664	0.00288606730494496	0.4640450835978662	1.7574008303291792e-8	-0.00272943317877364	1	0.4667745167766399	1.5805329782276164e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00395	NC_010475.1	83336	83683	-	protein-coding	SYNPCC7002_RS00395	SYNPCC7002_RS00395	SYNPCC7002_A0079	hypothetical protein	1.4982700854179112	-0.16306668754944612	-0.28467441779140734	-1.0505289800770616	yes	-1.7355788483467844	2.933018648048045e-36	-1.132050797103578	2.1237581291514998e-16	-1.2179579034429115	1.7019090725997464e-18	-0.6035280512432065	3.724154786166836e-5	-0.08590710633933353	0.592963434354242	-0.517620944903873	4.055609162510324e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS17030	NC_010475.1	83787	84305	-	protein-coding	SYNPCC7002_RS17030	SYNPCC7002_RS17030	NA	ion channel	0.33771755612320953	-0.2457540615109168	-0.1368100876057678	0.04484659299347754	no	-0.05643391630632322	NA	-0.3240369246736005	NA	-0.17158799504696348	NA	0.2676030083672773	NA	0.152448929626637	NA	0.11515407874064026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS17035	NC_010475.1	84224	84586	-	protein-coding	SYNPCC7002_RS17035	SYNPCC7002_RS17035	NA	hypothetical protein	-0.39448443258758137	0.30492189640615053	0.5508582436339549	-0.46129570745253967	no	-0.04226001160574998	NA	0.21959591016505073	NA	0.2825919352930517	NA	-0.2618559217708007	NA	0.06299602512800097	NA	-0.32485194689880165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00405	NC_010475.1	84600	84794	-	protein-coding	SYNPCC7002_RS00405	SYNPCC7002_RS00405	SYNPCC7002_A0081	heavy-metal-associated domain-containing protein	0.9726991655954348	0.3063988503521281	-0.1825108389600096	-1.096587176987536	yes	-0.390172675536907	8.93193485046053e-4	-0.12595352273776744	0.4844293439143202	-0.22062726268128816	0.14886321938455996	-0.26421915279913954	0.05192769450326246	-0.09467373994352073	0.4844293439143202	-0.16954541285561883	0.3386184791656443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00410	NC_010475.1	84870	85547	-	protein-coding	SYNPCC7002_RS00410	SYNPCC7002_RS00410	SYNPCC7002_A0082	peptidoglycan-binding protein	0.045804998754856	0.4928359343152032	0.7113497438814045	-1.249990676951484	yes	-0.1466345592413246	0.1175352014475112	0.04375375354839401	1	0.06859186650733368	1	-0.19038831278971863	0.01855463767123402	0.02483811295893966	1	-0.21522642574865825	0.00557893132104087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00415	NC_010475.1	85586	86875	-	protein-coding	SYNPCC7002_RS00415	SYNPCC7002_RS00415	SYNPCC7002_A0083	insulinase family protein	-0.37454856134372494	0.45631177300120224	0.750183417447567	-0.8319466291049971	yes	-0.0747971657959821	0.9719980691009996	0.13593376924574518	0.5169730108726788	0.18721104072248612	0.22449551514026356	-0.2107309350417273	0.14818849441101686	0.05127727147674093	0.9719980691009996	-0.26200820651846823	0.03313047308927033	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01002 Peptidases and inhibitors [BR:syp01002]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00420	NC_010475.1	86991	87764	+	protein-coding	SYNPCC7002_RS00420	SYNPCC7002_RS00420	SYNPCC7002_A0084	biotin--[acetyl-CoA-carboxylase] ligase	-0.573687684935167	-0.3951257891464549	0.2860163919844281	0.6827970820972172	no	0.19542307098306547	NA	0.03135228916378457	NA	0.13657097441743893	NA	0.16407078181928086	NA	0.10521868525365435	NA	0.05885209656562652	NA	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00780 Biotin metabolism [PATH:syp00780]	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03000 Transcription factors [BR:syp03000]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biotin metabolism (syp00780)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00425	NC_010475.1	87845	88510	+	protein-coding	SYNPCC7002_RS00425	SYNPCC7002_RS00425	SYNPCC7002_A0085	SDR family oxidoreductase	-1.2436790415200294	0.5958313146196833	0.20758079751366568	0.4402669293866953	yes	0.4879780820294547	0.00436643289058127	0.5285685056875975	0.00147152985298128	0.412836136286149	0.02108506411266693	-0.0405904236581428	1	-0.1157323694014484	1	0.0751419457433056	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00430	NC_010475.1	88528	89505	-	protein-coding	msrP	SYNPCC7002_RS00430	SYNPCC7002_A0086	protein-methionine-sulfoxide reductase catalytic subunit MsrP	-1.1324938685404509	-0.29584324812382545	0.07040756519035833	1.357929551473918	yes	0.5838224086403264	1.8578873546555477e-12	0.1946140234756832	0.03553877044125885	0.2805025326467704	0.00190384559511214	0.3892083851646432	3.216304763491465e-6	0.08588850917108719	0.310671637753321	0.30331987599355603	5.058841379127958e-4	09190 Not Included in Pathway or Brite > 09191 Unclassified: metabolism > 99980 Enzymes with EC numbers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00435	NC_010475.1	89652	90917	+	protein-coding	SYNPCC7002_RS00435	SYNPCC7002_RS00435	SYNPCC7002_A0087	MFS transporter	-0.1577345378426217	-0.6007181909818666	-0.8352004986372512	1.5936532274617436	yes	0.95180364129928	3.651553467453042e-26	-0.23808744744668336	0.02037876057977372	-0.369322454853571	2.510005318168317e-4	1.1898910887459633	1.76318467858373e-41	-0.1312350074068877	0.17173414528680803	1.3211260961528508	1.2339738367207452e-48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00440	NC_010475.1	90933	91235	+	protein-coding	SYNPCC7002_RS00440	SYNPCC7002_RS00440	SYNPCC7002_A0088	hypothetical protein	-0.10200790987349911	-1.048242386208368	-0.11188841416984892	1.262138710251736	yes	0.3450876272284049	0.02112951427892709	-0.227721985854588	0.22629352503581088	-0.00353770805296326	1	0.5728096130829929	8.885378720291302e-6	0.22418427780162473	0.22629352503581088	0.3486253352813682	0.02112951427892709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00445	NC_010475.1	91267	91764	+	protein-coding	SYNPCC7002_RS00445	SYNPCC7002_RS00445	SYNPCC7002_A0089	2TM domain-containing protein	0.01895813858519107	-0.2705744805596937	-0.8009572810416443	1.0525736230161986	yes	0.14233138898233666	0.5060228585052251	-0.03980127364303566	0.8860660452362926	-0.11585126624272364	0.6855353960231477	0.1821326626253723	0.21637613079575424	-0.07604999259968798	0.8860660452362926	0.2581826552250603	0.02172626886333209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00450	NC_010475.1	91804	92343	+	protein-coding	SYNPCC7002_RS00450	SYNPCC7002_RS00450	SYNPCC7002_A0090	Uma2 family endonuclease	0.1075153046942458	-0.7047098778146803	-0.7157042444138269	1.3128988175342269	yes	0.30957907119885436	0.01997549189656816	-0.2099581964882777	0.15392211261662908	-0.2217815022776665	0.15392211261662908	0.519537267687132	7.687878371223397e-6	-0.01182330578938878	1	0.5313605734765209	5.897384230708964e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00455	NC_010475.1	92387	93304	-	protein-coding	thrB	SYNPCC7002_RS00455	SYNPCC7002_A0091	homoserine kinase	-1.2696706769801165	0.5941233894396368	0.5574776704480734	0.11806961709242668	yes	0.3823986417972105	0.01313675218483844	0.5167815352576725	3.11530221952246e-4	0.5090851029138125	4.276008755903948e-4	-0.13438289346046192	0.9702470259060773	-0.00769643234385997	1	-0.12668646111660195	0.9702470259060773	09100 Metabolism > 09105 Amino acid metabolism > 00260 Glycine, serine and threonine metabolism [PATH:syp00260]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Microbial metabolism in diverse environments (syp01120)	Biosynthesis of amino acids (syp01230)	Glycine, serine and threonine metabolism (syp00260)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00460	NC_010475.1	93327	94130	-	protein-coding	SYNPCC7002_RS00460	SYNPCC7002_RS00460	SYNPCC7002_A0092	hypothetical protein	-1.125856931779521	0.7272028683023846	1.023098387457489	-0.6244443239803231	yes	0.11133833974058842	0.30290148911219805	0.4220706931799223	6.950764069653464e-8	0.4840151889775429	4.3225048916421045e-10	-0.310732353439334	7.70851987660725e-5	0.06194449579762056	0.4454919557373832	-0.3726768492369545	1.8835621699337244e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00465	NC_010475.1	94161	94484	-	protein-coding	SYNPCC7002_RS00465	SYNPCC7002_RS00465	SYNPCC7002_A0093	DUF2488 family protein	-0.6980272966290931	0.7238951408720549	1.0806084388806734	-1.1064762831236616	yes	-0.11674572493056282	0.27353918932724297	0.4117013869393698	1.3444742298182306e-7	0.5073836240148186	6.655394827395515e-11	-0.5284471118699327	7.816135802810148e-12	0.0956822370754488	0.27353918932724297	-0.6241293489453814	3.9799555168804423e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00470	NC_010475.1	94538	95278	-	protein-coding	SYNPCC7002_RS00470	SYNPCC7002_RS00470	SYNPCC7002_A0094	pyridoxine 5'-phosphate synthase	-1.4825179547902103	0.5527509858685398	0.5669835276062383	0.3627834413154038	yes	0.424054541751334	6.236354901163976e-6	0.4675925963262587	5.398505494796365e-7	0.4723869047777381	4.5991179453987746e-7	-0.04353805457492465	1	0.00479430845147942	1	-0.04833236302640408	1	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00750 Vitamin B6 metabolism [PATH:syp00750]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of cofactors (syp01240)	Vitamin B6 metabolism (syp00750)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS17175	NC_010475.1	95308	95436	-	protein-coding	SYNPCC7002_RS17175	SYNPCC7002_RS17175	NA	hypothetical protein	1.5971422257500327	-0.6948837245131879	-0.6718909856974886	-0.23036751553935372	yes	-1.6761773764272383	3.8367670871856724e-18	-2.143044876554574	1.5555947108124858e-27	-2.133779606230904	1.4811134816153398e-25	0.46686750012733574	0.07650347069912095	0.00926527032367013	1	0.4576022298036656	0.07650347069912095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00475	NC_010475.1	95582	96871	+	protein-coding	SYNPCC7002_RS00475	SYNPCC7002_RS00475	SYNPCC7002_A0095	glucose-1-phosphate adenylyltransferase	-1.0669241936116909	0.6064414143078648	1.1999192076280107	-0.7394364283241877	yes	0.08635287055671753	0.19834110168096225	0.4597238403784468	2.8473798689409596e-12	0.6228437653740556	1.124338803378578e-21	-0.3733709698217293	1.6538216577463122e-8	0.16311992499560884	0.02364059811254396	-0.5364908948173381	2.44571020139771e-16	09100 Metabolism > 09101 Carbohydrate metabolism > 00500 Starch and sucrose metabolism [PATH:syp00500]	09100 Metabolism > 09101 Carbohydrate metabolism > 00520 Amino sugar and nucleotide sugar metabolism [PATH:syp00520]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Biosynthesis of nucleotide sugars (syp01250)	Starch and sucrose metabolism (syp00500)	Amino sugar and nucleotide sugar metabolism (syp00520)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00480	NC_010475.1	96991	97545	-	protein-coding	rimI	SYNPCC7002_RS00480	SYNPCC7002_A0096	ribosomal protein S18-alanine N-acetyltransferase	1.3033956508428717	0.30121563494676484	-0.6030062839872634	-1.0016050018023834	yes	-0.5916908928875296	1.5609404848374873e-8	-0.2552705310331102	0.02950742411226345	-0.4864189055873941	6.842489226675448e-6	-0.3364203618544194	0.00270164791558511	-0.2311483745542839	0.04320753195458702	-0.10527198730013557	0.3323821513584621	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00485	NC_010475.1	97815	98096	+	protein-coding	SYNPCC7002_RS00485	SYNPCC7002_RS00485	NA	hypothetical protein	1.4600294515597132	-0.08309640910502113	-0.30154046212556235	-1.0753925803291289	yes	-1.4080352245006822	1.610233752930417e-28	-0.8524355995717432	3.143641578506923e-11	-0.9794205633710806	2.6530501942483583e-14	-0.555599624928939	3.288942064926407e-5	-0.12698496379933744	0.34819463301986664	-0.4286146611296015	0.0015540179587354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00490	NC_010475.1	98278	99582	+	protein-coding	lysA	SYNPCC7002_RS00490	SYNPCC7002_A0097	diaminopimelate decarboxylase	-1.2969175889410276	0.8065848560159572	1.0054893780836691	-0.5151566451585746	yes	0.30104333809637523	2.0481143315423405e-5	0.817870571062339	5.032220805139958e-33	0.8934838206491942	4.502442857606858e-39	-0.5168272329659638	3.6639684979789954e-14	0.07561324958685516	0.28756691817706326	-0.5924404825528189	4.2585429633778334e-18	09100 Metabolism > 09105 Amino acid metabolism > 00300 Lysine biosynthesis [PATH:syp00300]	09100 Metabolism > 09106 Metabolism of other amino acids > 00470 D-Amino acid metabolism [PATH:syp00470]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Microbial metabolism in diverse environments (syp01120)	Biosynthesis of amino acids (syp01230)	Lysine biosynthesis (syp00300)	D-Amino acid metabolism (syp00470)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00495	NC_010475.1	99746	100627	+	protein-coding	cdaA	SYNPCC7002_RS00495	SYNPCC7002_A0098	diadenylate cyclase CdaA	-1.3372967773077646	0.14395052317879234	0.9174394198530176	0.275906834275952	yes	0.2846307374012639	0.00237094389830349	0.2656243245912812	0.00439037705867647	0.4006935342345861	4.118029162476895e-6	0.01900641280998265	0.9076865343740746	0.13506920964330482	0.2987091425594944	-0.11606279683332216	0.32392546446544623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00500	NC_010475.1	100631	101380	+	protein-coding	SYNPCC7002_RS00500	SYNPCC7002_RS00500	SYNPCC7002_A0099	isoprenyl transferase	-1.083386154819879	0.6911754297864199	0.18320065225462284	0.20901007277877365	no	0.17422591648477193	NA	0.24488601122503337	NA	0.17208306602220402	NA	-0.07066009474026146	NA	-0.07280294520282934	NA	0.00214285046256789	NA	09100 Metabolism > 09107 Glycan biosynthesis and metabolism > 00550 Peptidoglycan biosynthesis [PATH:syp00550]	09100 Metabolism > 09109 Metabolism of terpenoids and polyketides > 00900 Terpenoid backbone biosynthesis [PATH:syp00900]	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01006 Prenyltransferases [BR:syp01006]	NA	NA	NA	NA	NA	NA	NA	NA	Biosynthesis of secondary metabolites (syp01110)	Peptidoglycan biosynthesis (syp00550)	Terpenoid backbone biosynthesis (syp00900)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS00505	NC_010475.1	101517	101590	+	tRNA	SYNPCC7002_RS00505	SYNPCC7002_RS00505	SYNPCC7002_A0100	tRNA-Asp	0.6373818282371863	-0.28390435344959075	0.5310994514018015	-0.8845769261894008	yes	-1.1194998415011186	0.02582731861269065	-0.5977216014745714	0.5321036735915964	-0.01880722700132861	1	-0.521778240026547	0.5321036735915964	0.5789143744732428	0.5321036735915964	-1.10069261449979	0.02820044568423734	09120 Genetic Information Processing > 09122 Translation > 00970 Aminoacyl-tRNA biosynthesis [PATH:syp00970]	09180 Brite Hierarchies > 09184 RNA family > 03100 Non-coding RNAs [BR:syp03100]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aminoacyl-tRNA biosynthesis (syp00970)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
